ID|English_Text|English_StageDir
fddf9d76|Stop playing around with psionics.|Commenting on player having dangerous PSI magic, I'm cautious.
fdde27ff|Mouse button 5|
fdde27fe|Mouse button 4|
fddbe909|Tom|
fddbdec5|Ray|
fddbdec0|Rat|
fddbc97f|Max|
fddbc5b9|Leo|
fddbc1f1|Kid|
fddbb9b2|Ike|
fddbaa15|Eva|
fddba8d3|Eli|
fddba4ef|Doc|
fddba207|Cyr|
fddb98a4|Arx|
fddb96a2|Ace|
fdd3dd63|Kallax|
fdc73873|You think I'm just going to watch that?|Noticing the player committing a crime.
fdc73872|Are you completely fucking stupid?|Noticing the player committing a crime.
fdc73871|What are you doing?|Noticing the player committing a crime.
fdc6a8e9|Map Piece 16|
fdc6a8e8|Map Piece 15|
fdc6a8e7|Map Piece 14|
fdc6a8e6|Map Piece 13|
fdc6a8e5|Map Piece 12|
fdc6a8e4|Map Piece 11|
fdc6a8e3|Map Piece 10|
fdc6a8cb|Map Piece 09|
fdc6a8ca|Map Piece 08|
fdc6a8c9|Map Piece 07|
fdc6a8c8|Map Piece 06|
fdc6a8c7|Map Piece 05|
fdc6a8c6|Map Piece 04|
fdc6a8c5|Map Piece 03|
fdc6a8c4|Map Piece 02|
fdc6a8c3|Map Piece 01|
fdc43689|Kill that murderer!|Sees murderer, attacks
fdb6b6a3|Oran's bar tab register. Money owed and thoughts pertaining to debt.|
fdb156d0||Being hit with a heavy attack. Short.
fdb156cf||Being hit with a heavy attack. Short.
fdb156ce||Being hit with a heavy attack. Short.
fdb156cd||Being hit with a heavy attack. Short.
fdb156cc||Being hit with a heavy attack. Short.
fd9e8874|Someone came looking for trouble!|I'm attacking, warning player.
fd9e8873|Attack!|I'm attacking, warning player.
fd9e8872|I'm taking over!|I'm attacking, warning player.
fd9e5fa8|What the fuck are you planning to do with that?|Player has a weapon, I'm cautious.
fd9d2cdf|Shrapnel Projectiles|
fd9cea6c|Ready to teleport to this location?|
fd866910|Zardom|
fd865f28|Can still be used to eat.|
fd8555a8|Your graphics card does not meet the minimum requirements.|
fd753751|It is uncertain how much of the unit's original programming was intact. It seems certain that, free of patches from Xacor, many of its operating parameters were self-written. |
fd701b14|Shoot already!|Watching a fight against a woman, and the attacker uses a long range weapon
fd63f3f0|Simon|
fd5ad7c3|Chem|
fd5ab287|This legendary flamethrower burns so hot, it can set the air on fire.|
fd5ab286|This superior flamethrower has a longer burn time and can flame through a lot of the armor and shields deployed on Magalan.|
fd5ab285|An upgraded Cleric high-performance flamethrower.|
"fd582df7|I'm sorry you should talk to someone else, I can't help you right now.|A friendly ""I don't have to say anything to you"""
fd4ca2d8|You're not wanted here.|First warning for an intruder to go away, outside
fd48c9fd|You got yourself into that.|Enemy (both human and monster) has been killed. After the fight.
fd48c9fc|That shut your mouth.|Enemy (both human and monster) has been killed. After the fight.
fd48c9fb|Take that you piece of shit.|Enemy (both human and monster) has been killed. After the fight.
fd44e90e|Stop that!|Attacking after being annoyed.
fd43c2f0|That's not any use to me now.|Player cannot use/carry the weapon anymore.
fd3aa745|Upgraded poison battleaxe. Make your enemies sick with envy...and poison.|
fd321ec7|Kallax|
fd2f72df|Fucking animals.|Having watched a fight. Monster lost.
fd2f72de|Where do these things keep coming from?|Having watched a fight. Monster lost.
fd2f72dd|Those beasts deserve to rot.|Having watched a fight. Monster lost.
fd289fba|C.R.O.N.Y. U4|
fd247aba|This heavy armor is worn by Berserker Paladins.|
fd106a87|Technophile|
fd094bb5|The most accurate ranged energy weapon of this series.|
fd094bb4|An upgraded version of the standard laser, normally issued to officers and special forces.|
fd094bb3|Old World technology that the Clerics have refined. Focuses a beam of energy to damage targets.|
fcfacf1b|Don't try that again.|Player leaves a private house after being spotted or leaves having been warned to put away a dangerous weapon
fcfa48c3|I told you to watch it with that shit.|Second warning, Stop using that that PSI magic here
fcf467a6|No signs of corrosion.|
fcf31216|Marge|
fcf2ee83|Persuader III|
fcf2ee82|Persuader II|
fcf2ee81|Persuader I|
fcf1c9a8|Tab|
fcf18b88|End|
fcf1793a|+|
fcf15d41|You'll pay for that, asshole!|Attacking after being annoyed.
fce8ca8f|He deserved it.|Having watched a fight, NPC likes victor
fce8ca8e|Very well.|Having watched a fight, NPC likes victor
fce8ca8d|Good!|Having watched a fight, NPC likes victor
fce1b253||
fce13669|Bundle of Outlaw Clothing|
fcdd1692|Arx|
fcdc0b85|Of course.|Confirming a party command.
fcdc0b84|Very well.|Confirming a party command.
fcdc0b83|Yes.|Confirming a party command.
fcd26dfb|You showed her.|Having watched a fight. Loser is female. NPC likes victor.
fcd26dfa|You dealt with that quickly.|Having watched a fight. Loser is female. NPC likes victor.
fcd26df9|She was no trouble.|Having watched a fight. Loser is female. NPC likes victor.
fcd123e7|Kevin|
fccfbb09|Old World list - Survival items.|
fcc07b5f||Doing a heavy attack. Panting, groaning
fcc07b5e||Doing a heavy attack. Panting, groaning
fcc07b5d||Doing a heavy attack. Panting, groaning
fcc07b5c||Doing a heavy attack. Panting, groaning
fcc07b5b||Doing a heavy attack. Panting, groaning
fcbbfe03|You should stop using magic!|Second warning, player shall put his magic away
fcb79d10|Player: There he is. I recognize his face.|
fcb0044c|Berserker Warrior's fire sword. The land regrows once cleansed by fire, the same is true of the spirit.|
fcae1654|Grindill's Journal|
fca96dd1|It was when he took control of the Domed City that he found, if not peace, at least purpose. He understood that power did not lead to popularity and that he would have to make hard choices.|
fca573cd|Hey! Look out!|Shout if a friend, a coward or a spectator of a fight is being hit
fc9caf45|You know, I really value my sleep these days.|Waking up, and not being dismissive
fc9b3496|It opens a crate in the old ruins east of the Domed City.|
fc99fa5f|Darrell|
fc973a9f|You're not eating me.|Second warning, coward character is being threatened by a monster
fc920b9f|I will have to make myself clear!|Player didn't listen to the warnings, and is being attacked
fc908250|Work report from a senior physician.|
fc90824f|Work report from a senior physician.|
fc90824e|Work report from a laboratory director.|
fc90824d|Work report from a technician.|
fc90824c|Work report from a botanist.|
fc884839|Modified version of the grenade launcher. Fires a variety of grenade types over long distances.|
fc6b089b|Aaahhh...|getting up slowly after having been beaten unconscious
fc5f8586||
fc5010e4|Daisy|
fc4d30e8||
fc258335|Subterranean Elex Deposit|
fc258334|World Heart|
fc234fc0|Arvid|
fc10f083|A written outpouring of frustration.|
fc0b9ec0|Outlaw|
fc0b9ebf|Outlaw|
fc0b7580|Famous last words|
fc0ac338|Report - Dirk's status report from the Cleric outpost.|
fc09a9b1|Mad Bob's scribblings, really hard to read.|
fbf65b27|Dual Hammer III|
fbf65b26|Dual Hammer II|
fbf65b25|Dual Hammer I|
fbf14810|Ring of fire Resistance|
fbee5bc5|I don't want anything to do with thieves.|For traders who don't want to talk to thieves.
fbe7bf21|Now there is something worth taking!|Looting a character. Pleased to find something.
fbcf7237|Playback|
fbc475a7|Mouse button 2|
fbbdfaed|That's probably going to land you in the shit.|Noticing the player committing a crime.
fbbdfaec|Why are you doing that?|Noticing the player committing a crime.
fbbdfaeb|You've got a nerve.|Noticing the player committing a crime.
fbbdf998|What are you trying to do now?|Spectator of a fight, unsure if he should join in
fbbdf997|Come on asshole, let me in!|Spectator of a fight, unsure if he should join in
fbbdf996|You need help?|Spectator of a fight, unsure if he should join in
fbbaf903|Hey, you will regret that!|Sees murderer, attacks
fbb582a6|Melee|
fba723c5|Superior Outlaw reflector Reaperblade. A safe companion for lonely desert nights.|
fb9ac60a|Messing with psionics will get you in trouble.|Commenting on player having dangerous PSI magic, I'm cautious.
fb86f6bd|You should leave before there's trouble.|Second warning for an intruder to go away, outside
fb7b4854|One less...|Having watched a fight. Monster lost.
fb7b4853|One less animal to worry about.|Having watched a fight. Monster lost.
fb7b4852|Fucking beast.|Having watched a fight. Monster lost.
fb744c82|Legendary radioactive morning star. Radiant greetings from the heart of the reactor.|
fb6b95f9|Franz|
fb68327c|Warrior's Amulet|
fb628ed1|Ulfar said I should look for Cyr to the northeast of his dwelling.|
fb623401|Superior radioactive morning star. The equivalent of hitting someone with a small, faulty reactor.|
fb61c98a|Employee|
fb5518d9|Uahh... I hope this is important...|Waking up, and not being dismissive
fb518ef3|Be glad that you are still alive. Now get going!|Telling someone to go away after he has attacked him
fb501b80|Upgraded radioactive morning star. This upgraded weapon causes a small amount of additional radiation damage.|
fb4af4f4|Alpha To Coverage|
fb4a695c|Well, we were close to fucked then weren't we?|Having watched a fight against a monster, and the victor has less than 50% of his hitpoints left.
fb4a695b|That, that was tough.|Having watched a fight against a monster, and the victor has less than 50% of his hitpoints left.
fb4a695a|That was damn close.|Having watched a fight against a monster, and the victor has less than 50% of his hitpoints left.
fb496905|No, that isn't what I heard about it.|Overheard conversation as the player passes by
fb496904|If that is everything I should get on.|Overheard conversation as the player passes by
fb496903|Some things just take time.|Overheard conversation as the player passes by
fb496902|The Albs killed both his parents and his sister.|Overheard conversation as the player passes by
fb496901|What ever you say, the World Hearts are changing the face of Magalan.|Overheard conversation as the player passes by
fb496900|Well, there must be someone who knows what's really going on.|Overheard conversation as the player passes by
fb4968ff|I would have approached the situation differently.|Overheard conversation as the player passes by
fb4968fe|There were millions of people on this planet using technology that is lost to us now.|Overheard conversation as the player passes by
fb4968fd|Well, if you believe what they say, then the past was very different from today.|Overheard conversation as the player passes by
fb4968fc|Well, there is always talk of that.|Overheard conversation as the player passes by
"fb42272b|Not now.|A friendly ""I don't have to say anything to you"""
fb28b176|Leave you bastard animal!|Second warning, coward character is being threatened by a monster
fb245dbe|Bounty Hunter from Ignadon|
fb200eb0|After its systems were restored, this Alb drone followed Jax into the lands of the Free People serving at the side of its master wherever he went.|
fb0c587d|You can upgrade this Ripblade by inserting a gemstone into it.|
fafd7eee|That was impressive.|Having watched a monster or human being defeated and liking that.
fafd7eed|Not bad at all.|Having watched a monster or human being defeated and liking that.
fadf237d||Getting unconscious through a hit
fadef613||Dying though a normal attack (not as intensive as dying through a heavy attack)
fad8818a|Rotboar|
fad0fe90|Fire Fist|
fad017e5|Come out asshole!|Being asleep, waking up with this sentence.
fac9b07e|Caja's knowledge of Elex grew over time. She was able to align herself closer to it, gaining power as she did.|
fac2156a|Sacrificing his life instead of Jax's, Ray opened the way into the Ice Palace. His story would be told for years to come.|
faba4645|Instructions to make Lifeblood|
fab7e343|Smash her head in!|Watching a fight against a woman, and the attacker uses melee
faae0fa2|I don't speak with criminals.|For traders who don't want to talk to thugs (people who attack other people without their consent)
faa73dec|Message - Eastern relay station request for replacement parts.|
fa98ac4f|What are you doing here?|Finding the player in a private room where he shouldn't be room, wary/annoyed/scared
fa98ac4e|What do you want here?|Finding the player in a private room where he shouldn't be room, wary/annoyed/scared
fa98ac4d|Can I help you?|Finding the player in a private room where he shouldn't be room, wary/annoyed/scared
fa988d99|Applejack Recipe|
fa96dc0e||
fa94235c|Instructions to make Powerful Energy Reserve|
fa8d6d62|Let me recover my strength....|getting up slowly after having been beaten unconscious
fa799af6|Outlaw|
fa79081b||
fa7116ff|A hydraulic joint, a solid piece of Old World technology.|
fa670977|Gaah... This had better be important.|Waking up, and not being dismissive
fa6318f0|Survival Skills|
fa5fcae0|Fiona|
fa5adbab|An upgraded Warrior's fire sword. A weapon designed for those with the Warrior spirit.|
fa544530|Alois, the Vice-regent of the Domed City in Abessa, fought wars throughout his lifetime. He often felt as if he would never find peace.|
fa4e935b|Keep that psionic stuff out of here.|First warning, Stop using that that PSI magic here
fa40a94d|Knock his head off!|Waching a fight against a man, and the attacker uses melee
fa3c1dff|You think I don't know you're a murderer. Just get out of here.|For traders who don't want to talk to murderers
fa3926f8|Last warning. So, does us both a favor and piss off.|Second warning for an intruder to go away, inside (not necessarily a house)
fa317537|Note|
fa317536|Note|
fa317535|Note|
fa317533|Note|
fa317532|Note|
fa317530|Note|
fa26f19a|This is private property.|Finding the player in a private room where he shouldn't be room, wary/annoyed/scared
fa26f199|What are you doing here?|Finding the player in a private room where he shouldn't be room, wary/annoyed/scared
fa26f198|Are you looking for something?|Finding the player in a private room where he shouldn't be room, wary/annoyed/scared
fa1b1160|Do it already!|Watching a fight against a woman, gathering around the fight
fa1b115f|Are you going to finish this?|Watching a fight against a woman, gathering around the fight
fa1b115e|Watch out for her, she's dangerous!|Watching a fight against a woman, gathering around the fight
fa1b115d|And you sure you want to fight her?|Watching a fight against a woman, gathering around the fight
fa14a77b||Being hit with a heavy attack. Short.
fa14a77a||Being hit with a heavy attack. Short.
fa14a779||Being hit with a heavy attack. Short.
fa14a778||Being hit with a heavy attack. Short.
fa14a777||Being hit with a heavy attack. Short.
fa054dc9|Fragmentation Grenade - A good general purpose choice.|
f9f9745e|If used correctly, it can develop extraordinarily potent healing ingredients.|
f9f9745d|Prepared correctly, these exhibit strong healing powers.|
f9f09f6a|Cover!|NPC throws hand granate and yells
f9d4639a|Last weapon, down with that weapon!|Second warning for the player to put away his drawn weapon
f9cfff95|That rat won't get away from us!|I help you chasing a criminal (if player stole something for example)
f9be5135|Smash his damn face in.|Watching a fight, my favorite is using melee
f9b2968e|Careful!|Shout if a friend, a coward or a spectator of a fight is being hit
f99d5bd1|Get back, get back!|First warning, coward character is being threatened by a monster
f996dc44|You are going to feel that.|Player didn't listen to the warnings, and is being attacked
f98a3389|To me! To me!|Character calls for help because they cannot attack
f987e4ef|And stay down.|Enemy (both human and monster) has been killed. After the fight.
f987e4ee|They're dead!|Enemy (both human and monster) has been killed. After the fight.
f987e4ed|They're down.|Enemy (both human and monster) has been killed. After the fight.
f965bde7|Mmm, not now.|Being woken up, dopey. Not wanting to talk. Goes back to sleep Goes back to sleep
f96233b3|Control Protocol|
f961c49b|Grisu's Chest|
f95e988c|Blood Transfer|
f95e0cfd|A short-range, terrifying weapon, put your enemies to the fire.|
f9591e50|Radio|
f9591e4f|Radio|
f9591e4e|Radio|
f9591e4d|Radio|
f9591e4c|Radio|
f9591e4b|Radio|
f9591e4a|Radio|
f9591e49|Radio|
f9591e48|Radio|
f954c86a|The war ended, but an even bigger struggle would follow. And everybody, who took part in it, wrote his very own story.|
f94ac3e2|Hidden Recording Device|
f949347e|All that and I get nothing to trade.|Looting a character who has nothing. Annoyed/disappointed.
f9413a86|A poster - Alois is calling for vigilance against the threat of thieves.|
f935cd72|Hastily Written Report|
f932d786|Insert|
f929a57e|You have enough companions. Do you want me, or them? Make a decision.|Player asks NPC to join the party, but has filled the companion slots already
f92686ee|Superior bladed mace with stasis upgrade. Calaan provides for the faithful.|
f924e4df|Take the shot!|Watching a fight against a woman, and the attacker uses a long range weapon
f9226956|Recipe|
f921b261|Can you quit this nonsense?|Telling player that he has done something stupid (e.g. hitting animals)
f921b260|Quit screwing around now.|Telling player that he has done something stupid (e.g. hitting animals)
f921b25f|What the hell?|Telling player that he has done something stupid (e.g. hitting animals)
f91fa1f1||Doing a heavy attack. Panting, groaning
f91fa1f0||Doing a heavy attack. Panting, groaning
f91fa1ef||Doing a heavy attack. Panting, groaning
f91fa1ee||Doing a heavy attack. Panting, groaning
f91fa1ed||Doing a heavy attack. Panting, groaning
f9162a3a|That was it.|Enemy (both human and monster) has been killed. After the fight.
f9162a39|Well... That's it now.|Enemy (both human and monster) has been killed. After the fight.
f9162a38|Well fought.|Enemy (both human and monster) has been killed. After the fight.
f90ec4d1|Cleric Combat Robot|
f90ec4d0|Cleric Combat Robot|
f90ec4cf|Cleric Combat Robot|
f90048da|Are you trying to get yourself killed?|Player attacked the character, and he is hitting back
f8f884a0|Bladed Mace III|
f8f8849f|Bladed Mace II|
f8f8849e|Bladed Mace I|
f8edfc4a|Traveling Merchant|
f8eb7f45|This is mine now.|Looting a character. Pleased to find something.
f8d43a25|You asked for it.|Player didn't listen to the warnings, and is being attacked
f8cd02a0|You can upgrade this bladed mace by inserting a gemstone into it.|
f8cc9e2c|Quit messing around with that gizmo will you?|NPC comments if player uses technology inside Goliet
f8c83431||Doing a heavy attack. Panting, groaning
f8c83430||Doing a heavy attack. Panting, groaning
f8c8342f||Doing a heavy attack. Panting, groaning
f8c8342e||Doing a heavy attack. Panting, groaning
f8c8342d||Doing a heavy attack. Panting, groaning
f8b60990|Bad for your health, but easily tradeable.|
f8abbab7|Tarek|
f8a77530|Outlaw|
f8a7752e|Outlaw|
f8a7752c|Outlaw|
f89c2def|forbidden|
f88ee0a4|Over there!|Sees monster, attacks
f87e37cf||
f876a016|Raider's Recording|
f876a015|Advertising Brochure|
f876a014|Inventory Report|
f872c7b0|Grenade!|NPC throws hand granate and yells
f8618676||Getting unconscious through a hit
f861590c||Dying though a normal attack (not as intensive as dying through a heavy attack)
f8515952||
f84cc642|High|
f84c6541|Companions|
f844b831|For many years, this ritual weapon was used for carrying out executions. After 1,000 executions, the wielder killed himself with it. It has been an exhibit ever since.|
f837b267|I have access to the Domed City of Abessa with this ID card.|
f8324e27|Ancient Journal|
f824c55c||
f82299d0|Take cover!|NPC throws hand granate and yells
f82127cf|Get out of here.|I'm pissed, and don't want to talk to you
f81f971d|Possible Alb Position|
f81f971c|Possible Alb Position|
f81f971b|Possible Alb Position|
f81f6698|Don't do anything rash, okay?|First warning, coward character is being threatened by a human
f81923c4|Outlaw|
f81923c3|Outlaw|
f81923c2|Outlaw|
f81923c1|Outlaw|
f81923c0|Outlaw|
f81923bf|Outlaw|
f81923be|Outlaw|
f81923bd|Outlaw|
f81923bc|Outlaw|
f8164285|Use this to create a stim that temporarily gives quicker reflexes.|
f80e2012|Superior reflector forge wrench. Watch your enemy's expression as their damage bounces back on them.|
f80ce5d2|A transmitter designed for listening in on the Clerics' communications in Abessa.|
f808edba|Hammer|
f802b789|You can improve this upgraded chainsword by inserting a gemstone into it.|
f8016fdc|You've done it now.|Attacking after being annoyed.
f80154a6|You had better go!|First warning for an intruder to go away, outside
f80129d1|Persuader|
f7fa0853|You can upgrade this morning star by inserting a gemstone into it.|
f7f4dbc6|Details of a mission for the Claws.|
f7f12c2c|Drone Control|
f7e11351|That's it!|Player didn't listen to the warnings, and is being attacked
f7dd52d9|Uaahhh... Who...who is out there?|Being asleep, waking up with this sentence.
f7da36a0|Hey, you know you're wanted don't you? Go and report to William.|If the player is a wanted criminal, in the Fort
f7da0893|Hey, you know you're wanted don't you? Go and report to Reinhold.|If the player is a wanted criminal, in the Hort
f7d9f71f|Hey, you know you're wanted don't you? Go and report to Ragnar.|If the player is a wanted criminal, in Goliet
f7d9e5dd|Hey, you know you're wanted don't you? Go and report to Alois.|If the player is a wanted criminal, in the Domed City
f7d08977|Fucking brute. Get out!|Second warning, coward character is being threatened by a monster
f7c84e9e||
f7c84b36||
f7bada55|Leather Skin|
f7ae53fb|Recording of an Old World conversation.|
f79f40b4||Parrying a sword.
f79f40b3||Parrying a sword.
f79f40b2||Parrying a sword.
f79f40b1||Parrying a sword.
f79f40b0||Parrying a sword.
f76be8d1||
f76ad793|Very Old Journal|
f764e4d5|Goliet|
f76173c8|Yeaaah!|Wachting a fight. My favorite is attacking
f76173c7|Get it done!|Wachting a fight. My favorite is attacking
f76173c6|I want to see blood!|Wachting a fight. My favorite is attacking
f76173c5|Get it done!|Wachting a fight. My favorite is attacking
f75b1cf9|Pollux's head.|
f752aa6e|We'll get him!|I help you chasing a criminal (if player stole something for example)
f7347928|Southern Pass|
f721c7b1|Mission notes from a Legate in Tavar.|
f71108ea|Watch that thing!|Sees monster, attacks
f704d8d8|Can be combined with suitable weapons, or the adjutor.|
f700741f|Creative Urge|
f6ff9fc9|The war ended, but an even bigger struggle would follow. And everybody, who took part in it, wrote his very own story.|
f6e76036|That brute really gave it to you!|Having watched a fight against a monster, and the victor has less than 50% of his hitpoints left.
f6e76035|That left a mark.|Having watched a fight against a monster, and the victor has less than 50% of his hitpoints left.
f6e76034|That was a tough fight.|Having watched a fight against a monster, and the victor has less than 50% of his hitpoints left.
f6e73ea9|Stone Claw|
f6db83dd|There you are. I'll follow you.|If the character followed the player, but fell behind is now caught up
f6cfd153|Cleric|
f6c9f63e|Order Letter|
f6c0db0a|Another one of those animals!|Sees monster, attacks
f6aae895|Reflector Morning Star I|
f6a968eb|You should leave, okay?|Finding the player in a private room where he shouldn't be room, wary/annoyed/scared
f6a968ea|What are you looking for?|Finding the player in a private room where he shouldn't be room, wary/annoyed/scared
f6a968e9|Did you lose something?|Finding the player in a private room where he shouldn't be room, wary/annoyed/scared
f6a8a7c7|The Berserkers are keeping some Albs captive. Skald refused to tell me more about it. I might get more information from the nearby Berserkers.|
f6a28bc3|A Berserker sword. Not the best quality, but still lethal in the right hands.|
f6a104ef|Deadly, but effective if you need to make an explosive departure.|
f68fdb25|The Last Thoughts of a Dead Radio Operator|
f68e8707|Put that away!|First warning for the player to put away his drawn weapon
f6861a10|You had better be careful with that weapon.|Player has a weapon, I'm cautious.
f68197ad|Zardom|
f67fe06a|Can be combined with suitable weapons, or the adjutor.|
f6460a19|I have to go.|NPC leaves a small talk
f643e30f|Good!|Player leaves a private house after being spotted or leaves having been warned to put away a dangerous weapon
f641aa46|Young Jackal|
f63ed171|Legendary fire warhammer. Hits like a volcanic eruption.|
f627aaaf|The bloodier, the better.|
"f625ea15|Be safe out there.|A friendly ""I don't have to say anything to you"""
f61ca793|I don't want anything to do with murderers.|For traders who don't want to talk to murderers
f605564f|Cold value too high.|
f6006023|Use this to create a medium health potion.|
f5ffce88|Hector's Chest|
f5fb262e|Ulfar is missing one of his men. I should find him.|
f5fac5ee|Calaan's Hammer III|
f5fac5ed|Calaan's Hammer II|
f5fac5ec|Calaan's Hammer I|
f5fa8241|Heavy Slugthrower|
f5e91427|Stool|
f5db558b|Come back later.|Being woken up, dopey. Not wanting to talk. Goes back to sleep Goes back to sleep
f5d1e971|Reflector Chainsaber III|
f5cc8d8f|Keep your aim steady.|Watching a fight against a man, and the attacker uses a long range weapon
f5bf9153|Energy Acolyte Sword II|
f5be2edc|Stop right there, William has demanded you report to him. You should go immediately.|If the player is a wanted criminal, in the Fort
f5be00cf|Stop right there, Reinhold has demanded you report to him. You should go immediately.|If the player is a wanted criminal, in the Hort
f5bdef5b|Stop right there, Ragnar has demanded you report to him. You should go immediately.|If the player is a wanted criminal, in Goliet
f5bdde19|Stop right there, Alois has demanded you report to him. You should go immediately.|If the player is a wanted criminal, in the Domed City
f5b875ca|This axe is rusty and blunt.|
f5afe15e|You're not very good as sneaking.|Observing the player sneaking around, I'm leery.
f5aeb9ff|Ulbricht|
f5a7f6fc|Please leave me alone.|Second warning, coward character is being threatened by a human
f59f3d22|No, you don't need me as well.|Player asks NPC to join the party, but has filled the companion slots already
f59e14db|Body Shield|
