ID|English_Text|English_StageDir
QUEST_DESC_WEIDMANNX6_2015-02-12_10-06-07_00|Bertram got wind of the fact that I recovered the weapons from the dead Clerics. He wants me to give them to him instead of to Jora at the Pit.|
QUEST_DESC_WEIDMANNX6_2015-10-29_11-03-22_00|I have to hurry and obtain the faulty AI chips for Anna before defective mechs cause trouble at the Hort.|
QUEST_DESC_IKENI7_2016-02-25_09-44-18_00|Eli will be suggested soon if nothing is done.|
QUEST_DESC_IKENI7_2015-02-19_13-21-48_00|I found a journal written by 'Katta'. She doesn't seem to live in Goliet anymore, she's moved to an island to the south.|
QUEST_DESC_WEIDMANNX6_2015-04-16_12-15-14_00|Rat discovered why Chloe can't pay tribute to the Duke. Blake is charging Chloe for protection money. Rat wants me to search Blake's place. I might find the shards there, or something incriminating we can use against Blake.|
QUEST_DESC_WEIDMANNX6_2015-04-22_13-56-15_00|Rat wants me to tell Blake that his bodyguard is dead.|
QUEST_DESC_WEIDMANNX6_2016-01-25_14-51-33_00|Striker and his advance party are tasked with securing the Blood Road between Edan and Tavar. I have been asked to assist him in securing this from a band of Outlaws.|
QUEST_DESC_PANKRATZI7_2015-10-05_11-37-13_00|I have to find something to pressure Kallax with so that he will reveal the information I need. I should speak to Wardek about it.|
QUEST_DESC_WEIDMANNX6_2015-06-04_10-04-30_00|Cindy told me that Scrappy has come into a supply of high quality chems. He could be the one who stole the Doc's stash.|
QUEST_DESC_WEIDMANNX6_2015-02-25_13-36-35_00|I lost Alvar's trail. I should tell Eldur.|
QUEST_DESC_WEIDMANNX6_2015-06-04_10-04-11_00|Cindy told me that Scrappy has come into a supply of high quality chems. He could be the one who stole the Doc's stash.|
QUEST_DESC_IKENI7_2015-09-30_10-38-56_00|Survival packs are essential if you don't want to die of hunger.|
QUEST_DESC_WEIDMANNX6_2015-10-21_12-25-29_00|3 guards in the Hort have reports on the Elex smuggling suspect Xander: the guard at the main entrance, the factory guard, and the mine guard.|
QUEST_DESC_IKENI7_2015-09-30_10-38-08_00|Martha wants better food supplies to improve the rations. I should be able to find a supplier outside the Hort.|
QUEST_DESC_PANKRATZI7_2017-05-11_10-20-03_00|The creature must go.|
QUEST_DESC_IKENI7_2015-03-17_10-23-58_00|Max wants me to accompany him to the Fort.|
QUEST_DESC_PANKRATZI7_2016-03-03_09-50-58_00|Caja is a powerful Berserker mage with an insight into the role Elex is playing on Magalan. She has a keen sense of natural justice.|
QUEST_DESC_PANKRATZI7_2016-03-03_09-50-45_00|This crook knows his way around and is one smooth customer. Living with the Outlaws has made him hard, but he always strove to remain righteous. He still believes in a better future, despite everything.|
QUEST_DESC_IKENI7_2015-10-27_08-39-32_00|The Book of Arvid's teachings describes how to find the way to Calaan.|
QUEST_DESC_PANKRATZI7_2016-03-03_09-50-31_00|Strong, intelligent and extremely curious, this Cleric can take care of himself. His strange behavior seems to link to his interest in researching human behavior.|
QUEST_DESC_PANKRATZI7_2015-10-01_13-31-00_00|It is time. Me or the Hybrid. Whoever lives will decide the fate of Magalan.|
QUEST_DESC_PANKRATZI7_2016-06-23_10-19-41_00|Ray will find me as soon as he thinks of anything new.|
QUEST_DESC_PANKRATZI7_2016-03-03_09-50-15_00|A Berserker warrior, Duras was taken in by Goliet after a life in the wilderness and has pledged his allegiance to Goliet. Experienced, calm and capable, Duras seems like a dependable companion and knows his way around the wilderness.|
QUEST_DESC_IKENI7_2015-06-10_13-57-37_00|The Warlord Angrim has told me to bring him a defective Elex weapon from Jora at the Pit.|
QUEST_DESC_IKENI7_2015-05-12_09-36-04_00|Hartmut is hoping that the Duke will release Frank if the ransom money offered is high enough.|
QUEST_DESC_IKENI7_2016-01-28_10-02-00_00|I should tell Martha that the protein stew has been distributed.|
QUEST_DESC_PANKRATZI7_2015-04-20_09-57-04_00|If the Alb soldiers from the outpost report my location to their superiors, Xacor will send forces to ensure I'm dead. It's better for me if I eliminate them first.|
QUEST_DESC_IKENI7_2015-02-19_07-36-15_00|Angrim sticks strictly to the letter of the law and explains the Laws to every newcomer.|
QUEST_DESC_GARTMANNI3_2015-02-27_10-25-40_00|The Alb Commander Bartox is a threat to Arx and to me. If I don't kill him, he will kill me.|
QUEST_DESC_IKENI7_2015-09-18_09-53-29_00|I suggested to Emmet that we should negotiate with the Clerics.|
QUEST_DESC_WEIDMANNX6_2015-07-22_11-35-42_00|Caleb's testimony will decide whether the Alb Separatists are thrown out of the city or not.|
QUEST_DESC_WEIDMANNX6_2015-06-04_08-36-25_00|Cindy gave me the coordinates of a thief's hiding spot. There could be something there worth taking.|
QUEST_DESC_IKENI7_2016-01-22_08-20-49_00|Erin will compete in the Arena.|
QUEST_DESC_IKENI7_2015-02-27_09-10-19_00|The Berserkers will be angry about Eldur's death.|
QUEST_DESC_WEIDMANNX6_2016-01-11_11-08-23_00|Gardar is part of the attack squad that is to secure the Blood Road between Tavar and Edan. None of the Outlaws are to be allowed to survive.|
QUEST_DESC_IKENI7_2015-04-20_07-17-44_00|Big Jim thinks he can take power in the Fort. William will probably want to know about this.|
QUEST_DESC_GARTMANNI3_2017-03-03_10-50-02_00|I should collect all missing pieces of the map and put them together.|
QUEST_DESC_PANKRATZI7_2015-10-01_13-24-16_00|To enter the Ice Palace I must use my raider to take out the shield barrier. This should be possible if I shoot the ventilation port on the shield generator directly in front on the Ice Palace. Harley should have a progress report on the raider repairs.|
QUEST_DESC_IKENI7_2016-01-22_13-49-25_00|Some renegade Berserkers arrived at the Fort. They have skipped paying their bill at Chloe's. Those shards need to be paid back.|
QUEST_DESC_IKENI7_2016-03-10_08-43-42_00|Trouble is brewing here.|
QUEST_DESC_WEIDMANNX6_2015-02-12_09-14-37_00|I overheard a guy named Stormson. He seems to be worried about the Berserkers conflict with the Clerics.|
QUEST_DESC_WEIDMANNX6_2015-02-12_09-14-21_00|I overheard a guy named Stormson. He seems to be worried about the Berserkers conflict with the Clerics.|
QUEST_DESC_PANKRATZI7_2015-02-16_14-16-03_00|Rock has a solid alibi for the time of the crime. I should discount him.|
QUEST_DESC_WEIDMANNX6_2015-02-12_09-14-03_00|I overheard a guy named Stormson. He seems to be worried about the Berserkers conflict with the Clerics.|
QUEST_DESC_IKENI7_2015-11-02_10-58-59_00|Wolf told me that a crazy Outlaw named Eli is detained awaiting Suggestion. Wolf is certain that Eli can resist this process and that he poses a danger to everyone. He wants him dead at all costs.|
QUEST_DESC_IKENI7_2015-06-17_10-36-51_00|Iron Madison wants me to eliminate the squad of Clerics currently operating in Tavar.|
QUEST_DESC_IKENI7_2015-09-22_06-38-14_00|I have been offered payment if I will kill the farmer Emmet.|
QUEST_DESC_IKENI7_2015-03-30_11-08-57_00|Mad Bob wants me to find out why his scrap deliveries are overdue.|
QUEST_DESC_IKENI7_2015-09-15_13-00-14_00|Outlaws have a preference for homemade, explosive weapons. They won't give them over willingly. If I can get one, Hunter will be grateful.|
QUEST_DESC_IKENI7_2015-03-12_07-33-59_00|Geron found the raptor tracks. I should follow him.|
QUEST_DESC_IKENI7_2016-01-09_09-07-48_00|The World Heart between Edan and Abessa is being attacked by reavers. To ensure its safety we must stop their attack and kill them all.|
QUEST_DESC_IKENI7_2015-02-20_13-26-00_00|Alrik's plan is to steal valuables from two chests, leaving a claw behind in each one. I should put the stolen valuables and another claw into Drog's chest.|
QUEST_DESC_WEIDMANNX6_2015-06-04_12-14-15_00|The scrap scavenger Scrappy lives amongst the garbage. What a way to live.|
QUEST_DESC_PANKRATZI7_2015-11-24_09-58-03_00|Ray wants to show me who is the person who is promoting the contracts on him.|
QUEST_DESC_GARTMANNI3_2017-03-10_09-33-47_00|You can find lots of photos from the old world on Magalan.|
QUEST_DESC_PANKRATZI7_2015-09-28_14-12-11_00|I need the key card to access the Converter in Ignadon. The Alb Commander Jurek, who is leading the Alb army in Ignadon should have it on him.|
QUEST_DESC_PANKRATZI7_2015-05-12_14-06-13_00|The mechanic Harley wants to get my crashed raider back to Origin so it can be repaired. He needs a high capacity hydraulic conductor in order to get the engines going. A functioning raider could prove to be extremely useful.|
QUEST_DESC_PANKRATZI7_2016-01-26_10-44-00_00|Nasty has received the remedy for the Gray Death. I am almost certain that she will take it too. I just have to give her a little time.|
QUEST_DESC_WEIDMANNX6_2015-02-24_13-13-33_00|The Cultivator Eldur is worried about the recent increase in jackal attacks. The gatekeeper Alvar was assigned to guard the Cultivators in the fields, but he has gone missing. Eldur would like me to go to the gate guard, Drog, to find out where Alvar is.|
QUEST_DESC_WEIDMANNX6_2015-02-12_08-55-53_00|Ornir has been doing some illegal business with an Outlaw. Angrim is likely to pay a reward for this information.|
QUEST_DESC_WEIDMANNX6_2015-02-12_08-55-23_00|The Outlaw Bigby wants Ornir to start trading with him again.|
QUEST_DESC_PANKRATZI7_2015-06-10_11-56-26_00|I now have a plan for how to reach the Ice Palace, but there are things to do before I can risk entering Xacor.\r\n\r\nThe way to the Ice Palace must be cleared. The Alb commanders in that area must be dealt with\r\n\r\nKallax knows the code for the door to the Hybrid's chamber. I have to get Kallax alone so I can discover what he knows.\r\n\r\nThorald assured me that his Elex experiment will help me to overcome the Hybrid.\r\n\r\nThe Separatists are another factor. If they act against me, we can't succeed. I will have to win them over as allies or get rid of them completely.\r\n\r\nMy raider must be made ready to take out the Ice Palace's shield.\r\n\r\nMy way forward is now in my own hands.|
QUEST_DESC_IKENI7_2015-03-17_10-40-40_00|Max wants me to accompany him to the Fort.|
QUEST_DESC_WEIDMANNX6_2015-02-12_13-33-50_00|Caldrim needs a steady supply of Elex for the Mana shrine to help the Berserkers cast magic, grow Seedlings and produce healing herbs. A delivery of Elex was stolen from the Mana shrine before it could be transmuted. The Berserker Kral disappeared at the same time. Caldrim wants Kral found.|
QUEST_DESC_PANKRATZI7_2015-09-09_10-16-56_00|Thorald wants me to help Ulbricht in his fight against the Albs. If Ulbricht fails, Thorald is afraid that the Albs will occupy Ignadon.|
QUEST_DESC_IKENI7_2015-03-26_09-21-05_00|Sten is the guard to the Great Elevator into Edan's Valley of the Damned.|
QUEST_DESC_WEIDMANNX6_2015-09-17_14-30-08_00|The Separatist Sardoz wants control of a nearby Elex deposit. The deposit is guarded by a woman and her pet troll. Sardoz needs them gone so he and the Separatists can get the Elex they need.|
QUEST_DESC_WEIDMANNX6_2015-03-02_08-42-11_00|Eldur says the tavern keeper, Oran, is a member of the Eisen Clan and is refusing to serve anyone from the hammer Clan. I should speak to Oran and get him to start serving the hammer Clan again.|
QUEST_DESC_IKENI7_2015-06-03_07-15-05_00|Iron Madison doesn't like it when people gossip about her.|
QUEST_DESC_PANKRATZI7_2015-02-06_14-10-31_00|I was robbed while I was unconscious in the mountains. I could really use that equipment right now. I should listen out for clues to who it could have been...|
QUEST_DESC_GARTMANNI3_2017-03-10_09-26-52_00|You can find lots of photos from the old world on Magalan.|
QUEST_DESC_WEIDMANNX6_2016-03-03_11-37-37_00|The Separatist Fenk claims that a Berserker is lying about the Separatists' intentions and is planning to frame them so that he can have all of the Separatists thrown out of the Domed City.|
QUEST_DESC_IKENI7_2015-10-09_08-28-14_00|Dietrich wants to find who is responsible for trading chems in the Hort. One of his men observed suspicious deliveries coming into the Hort from the south. He has given me a search warrant, permitting me to search the Cleric outpost he suspects might be involved in this.|
QUEST_DESC_WEIDMANNX6_2016-01-30_10-52-50_00|Biters are threatening a hunter. I should help him.|
QUEST_DESC_WEIDMANNX6_2015-09-15_09-54-19_00|An outpost near Goliet has been overrun by reavers. There's probably someone in Goliet who would want to know about this.|
QUEST_DESC_IKENI7_2015-07-03_08-25-36_00|Mad Bob wants to know when his scrap delivery is going to arrive.|
QUEST_DESC_IKENI7_2015-09-14_11-01-11_00|Thorgal would like me to look for Rock at the farm near the Domed City. Rock is a Cultivator and is desperately needed to tend the World Heart. Rock was sent to the farm to get supplies.|
QUEST_DESC_PANKRATZI7_2015-10-01_13-41-04_00|I have never questioned the intentions and goals of the Hybrid until now. He has immense knowledge about our future, about the nature of the universe and of Elex. But who or what is this being who acts as if he holds the world in his hands? What future is he preparing us for? I wish I understood more about him and his plans.|
QUEST_DESC_PANKRATZI7_2015-05-12_14-30-06_00|The Duke wants construction of Big Bang to continue. I have been given a set of orders to achieve this.|
QUEST_DESC_IKENI7_2015-02-27_08-37-24_00|A Berserker's death is not well-received in Goliet.|
QUEST_DESC_IKENI7_2016-06-15_10-22-43_00|Mechanical guards are reliable and don't betray secrets. Since the Albs aren't just going to tell us how to construct some, we need someone to look around the Clerics' production facilities to acquire some suitable blueprints.|
QUEST_DESC_WEIDMANNX6_2015-02-12_11-33-06_00|Angrim wants Stormson dead.|
QUEST_DESC_WEIDMANNX6_2016-01-18_08-36-52_00|Burns is collecting protection money for Rat. I am supposed to follow him, see how many shards he collects and report back to Rat.|
QUEST_DESC_IKENI7_2016-03-11_08-52-44_00|There are nine clues that lead to a long-hidden secret.|
QUEST_DESC_WEIDMANNX6_2015-08-26_13-37-14_00|Gustav wants to get rid of some Outlaws from the Domed City.|
QUEST_DESC_PANKRATZI7_2016-01-26_10-20-56_00|The Gas Umbel I need is probably in the lowlands of Edan. Gray Cabbage is most likely found on a hill in Abessa.|
QUEST_DESC_PANKRATZI7_2016-01-26_10-20-14_00|To cure Nasty I need to find Gas Umbel, Gray Cabbage and a Healer who can mix the medicine. Maybe there's someone in the Fort or in Goliet who can do this.|
QUEST_DESC_PANKRATZI7_2015-11-23_16-47-18_00|Ray will wait for me at the entrance to the Fort so that we can enter the desert city together.|
QUEST_DESC_WEIDMANNX6_2015-10-26_08-55-56_00|The traders pass I got from Levin was a forgery.|
QUEST_DESC_PANKRATZI7_2016-01-25_12-55-52_00|Two enormous Alb cyclops have been seen in Abessa. I need to kill them.|
QUEST_DESC_PANKRATZI7_2015-02-12_08-25-37_00|I should investigate the murder of the Berserker Askor. Completing this task successfully will win Duras' loyalty.|
QUEST_DESC_PANKRATZI7_2016-01-25_12-55-20_00|A giant troll is roaming around Tavar near the Fort. I must kill it.|
QUEST_DESC_IKENI7_2015-03-11_10-05-17_00|For some time now there have been a few creatures lurking around Geron's camp. He is anxious and wants them to be taken care of.|
QUEST_DESC_IKENI7_2016-03-10_08-53-27_00|Trouble is brewing on Emmet's farm.|
QUEST_DESC_PANKRATZI7_2015-02-20_09-57-59_00|I need to establish a camp, or base as a place to meet up my companions if we become separated.|
QUEST_DESC_PANKRATZI7_2015-11-06_13-32-00_00|The Outlaw Ray is a strange individual, but he has skills that could be useful. He could be useful support if he agrees to work with me.|
QUEST_DESC_IKENI7_2016-06-15_09-06-49_00|The Claws place available missions into a trunk, I can pick up requests and orders from there. Any objects I bring back must be taken to one of the designated drop boxes that can be found in all large cities on Magalan. Hector has the key to the Job trunk.|
QUEST_DESC_IKENI7_2015-04-20_08-10-40_00|Gunn challenged me to another duel in the Arena. I should meet him there and show him that I am the true champion.|
QUEST_DESC_GARTMANNI3_2015-02-27_10-28-01_00|The Alb Commander Pollux is a threat to Arx and to me. If I don't kill him, he will kill me.|
QUEST_DESC_WEIDMANNX6_2016-01-29_09-41-14_00|Calaan's shrines are located in a circle around the main paths across Ignadon.\r\nThe first shrine is located due west of the entrance to the Hort.\r\nThe second shrine is located northwest of the first shrine.\r\nThe third shrine is located to the south of the second shrine.\r\nThe fourth shrine is located to the east of the third shrine.|
QUEST_DESC_WEIDMANNI5_2017-02-15_14-38-41_00|Something happened in Abessa. I should check out the area.|
QUEST_DESC_IKENI7_2015-02-27_09-13-08_00|The Berserkers will be angry about Sinda's death.|
QUEST_DESC_WEIDMANNX6_2015-09-11_12-02-12_00|Troll's Leaf reduces pain. If any serious side effects arise, consult your healer or apothecary.|
QUEST_DESC_PANKRATZI7_2015-04-27_12-17-08_00|The Alb Converters produce the Elex the Ice Palace needs. If I want to stop the supply of Elex to Xacor, then I will have to shut down the Converters.|
QUEST_DESC_IKENI7_2015-03-23_08-17-56_00|Korin lost his weapon while escaping some creatures here. I should get it back for him. He seems pretty defenseless.|
QUEST_DESC_WEIDMANNX6_2015-11-12_09-05-47_00|Spike is a guard at the Gate of the Fort in Tavar. This asshole needs a good punch to the mouth.|
QUEST_DESC_PANKRATZI7_2016-03-03_09-46-35_00|Blinded by the ideals of the Hybrid, the first Elexetor Tarek implements every order without question. He has been this way so long it is impossible for him to think differently. Even if this means his death, or that of his people.|
QUEST_DESC_IKENI7_2016-01-23_07-22-12_00|Some renegade Berserkers arrived at the Fort. They have skipped paying their bill at Chloe's. Those shards need to be paid back.|
QUEST_DESC_PANKRATZI7_2016-01-25_12-48-14_00|I might be able to find a remedy for Nasty's illness in the Archives of the Hort in Ignadon.|
QUEST_DESC_PANKRATZI7_2015-02-11_11-11-54_00|I should ask Irdor what he knows about Askor's murder.|
QUEST_DESC_WEIDMANNX6_2015-06-24_12-36-34_00|A defective AI module, still... it could of use to someone.|
QUEST_DESC_PANKRATZI7_2015-02-11_11-11-41_00|I should ask Geron what he knows about Askor's murder.|
QUEST_DESC_WEIDMANNX6_2015-05-07_15-07-56_00|Some of the dead and injured were dragged off during the last attack. Lucy saw in which direction the animals carried them off. I should find Bullet and see if anyone survived.|
QUEST_DESC_PANKRATZI7_2015-02-11_11-11-19_00|I should ask Barin what he knows about Askor's murder.|
QUEST_DESC_IKENI7_2015-10-07_13-32-51_00|Godehard is consuming stims. This is illegal for Clerics.|
QUEST_DESC_WEIDMANNX6_2015-04-09_11-43-46_00|Chloe is furious that I robbed her. She'll need an explanation if I want to stay here.|
QUEST_DESC_IKENI7_2016-02-11_14-30-55_00|Ace blames me for his brother's death. He will not rest until one of us is dead.|
QUEST_DESC_IKENI7_2015-10-23_13-21-01_00|Martha serves fresh meals to people in the Hort every day.|
QUEST_DESC_PANKRATZI7_2015-09-25_12-49-37_00|To open the way to Xacor, the Albs troops must be cleared from their forward positions.|
QUEST_DESC_IKENI7_2015-07-10_10-43-30_00|Paige wants me to meet her contact outside the Dome and collect a weapons shipment. Paige is being watched, there are people who want to stop this deal going through.|
QUEST_DESC_IKENI7_2016-01-08_11-10-43_00|To earn Cormag's approval for promotion, I must prove that I have helped the Cultivators.|
QUEST_DESC_IKENI7_2015-06-10_13-43-03_00|Irdor is said to be somewhere close to the World Heart in southern Goliet.|
QUEST_DESC_IKENI7_2015-02-20_08-41-54_00|Katta says that she was exiled unfairly. She wants me to find a way to prove her innocence so she can return to Goliet.|
QUEST_DESC_PANKRATZI7_2015-10-20_11-54-01_00|Harley is claiming half ownership of my raider. I will have to convince him to let me use it.|
QUEST_DESC_IKENI7_2016-01-09_08-58-53_00|Ragnar wants me to report to Thorgal to secure the World Heart between Edan and Abessa.|
QUEST_DESC_IKENI7_2016-03-11_08-38-27_00|There is something behind all of this. A secret between the lines. These clues must lead somewhere.|
QUEST_DESC_GARTMANNI3_2015-02-11_11-01-34_00|There is a miniature Elex battery in my raider that may be of use. I might find it near the crash site if I am lucky.|
QUEST_DESC_WEIDMANNX6_2015-10-09_08-50-01_00|Judicator Reinhold's men discovered an Elex trade as it was taking place, but one of the suspects got away. There are 3 suspects. The guards are observing them and writing a report on their movements. It would be useful to learn what the guards have discovered.\r\n\r\nJudicator Reinhold wants to know which suspect was responsible for the Elex dealing.|
QUEST_DESC_IKENI7_2016-01-25_08-47-24_00|I am to play the part of Chloe's debt collector.|
QUEST_DESC_IKENI7_2015-02-19_11-58-20_00|Drog will put in a good word for me with Ragnar, if I pay him enough shards.|
QUEST_DESC_GARTMANNI3_2017-03-10_09-36-50_00|You can find lots of photos from the old world on Magalan.|
QUEST_DESC_GARTMANNI3_2017-03-10_09-36-24_00|You can find lots of photos from the old world on Magalan.|
QUEST_DESC_GARTMANNI3_2017-03-10_09-36-13_00|You can find lots of photos from the old world on Magalan.|
QUEST_DESC_WEIDMANNX6_2015-09-11_11-43-13_00|Arva's companion is injured. She requires some Troll's Leaf to heal him.|
QUEST_DESC_WEIDMANNX6_2016-01-08_12-18-45_00|Angrim says I should come back in a day. I'll have to wait until then for him to tell me if he's satisfied with my work.|
QUEST_DESC_PANKRATZI7_2015-05-12_14-09-01_00|7300 series fighting colossi are equipped with a high capacity hydraulic conductor. The only way to get it is to defeat the fighting colossus first.|
QUEST_DESC_WEIDMANNX6_2015-04-16_06-57-22_00|Rat cheated me. He betrayed me to Chloe. He owes me some answers.|
QUEST_DESC_IKENI7_2015-03-30_11-42-06_00|Volkmar isn't sure whether his plan will remain unnoticed. I should ask around at the Fort to see if anyone is beginning to be suspicious about the missing scrap deliveries.|
QUEST_DESC_WEIDMANNX6_2015-09-10_09-42-03_00|Xander will only allow traders or recruits into the Hort.|
QUEST_DESC_IKENI7_2015-10-09_12-23-08_00|Karsten's chest contained his belongings.|
QUEST_DESC_PANKRATZI7_2017-04-26_14-44-38_00|That creature must go. It blocks my way.|
QUEST_DESC_WEIDMANNX6_2015-02-12_09-00-43_00|The worker Jora needs some machine parts from the inactive Converter in Edan.|
QUEST_DESC_IKENI7_2015-07-10_10-36-51_00|The content of the explosives crate is enough to leave a lasting impression.|
QUEST_DESC_IKENI7_2015-04-20_07-44-43_00|I challenged Gunn to a fight in the Outlaws' Arena. I must meet him there.|
QUEST_DESC_WEIDMANNX6_2016-01-25_13-30-16_00|I failed to win the fights I needed to in the Arena. However, Rat worked out a deal with William which means I can still be promoted, if I pay a donation to the Duke's family.|
QUEST_DESC_WEIDMANNX6_2015-10-12_07-29-30_00|I accused Hagen of consuming Elex.|
QUEST_DESC_WEIDMANNX6_2015-09-17_14-33-32_00|The Separatists want Arva and her friendly troll dead. Arva wants the Separatists to leave her alone.|
QUEST_DESC_WEIDMANNX6_2015-09-17_14-33-06_00|The Separatists have killed the local settlers, but one settler escaped and has fled into a canyon that sits over an Elex deposit.|
QUEST_DESC_PANKRATZI7_2015-10-01_13-51-45_00|Kallax is an Elexetor now. That means he must know the code to open the door to the Hybrid's chamber. He won't reveal that to me unless I have something to pressure him with. Perhaps Wardek can think of something I can use against Kallax.|
QUEST_DESC_IKENI7_2015-07-14_10-18-28_00|Radok is being hunted by a couple of Clerics. He wants them dead.|
QUEST_DESC_PANKRATZI7_2017-01-12_06-41-01_00|I should take a look at the living quarters in the tower at the Origin camp.|
QUEST_DESC_PANKRATZI7_2015-02-23_14-42-19_00|Warlord Ragnar wants me to bring the Berserker Barin to face justice for Askor's murder.|
QUEST_DESC_PANKRATZI7_2015-09-25_12-32-08_00|Nasty is an extremely strong fighter, but seems to have some issues.|
QUEST_DESC_IKENI7_2016-06-15_09-23-37_00|I will be rewarded for each job I do for the Claws. I can find assignments in the trunks in the Claws' HQ, in the sewers below the Domed City.|
QUEST_DESC_WEIDMANNX6_2016-02-26_09-13-57_00|I have discovered the Claws. A secret underground organization of thieves with their HQ in the sewers below the Domed City.|
QUEST_DESC_WEIDMANNX6_2015-02-16_13-59-51_00|One of Cormag's men is causing problems with the Eisen Clan. His name is Eldur and he works as a Cultivator on the farms. If I want Cormag's trust I should put an end to Eldur's harassment of the Eisen Clan.|
QUEST_DESC_IKENI7_2015-02-20_11-29-19_00|Alrik said Cormag won't rescind Katta's exile without good reason. Something would have to happen that would cast doubt on her guilt. If the thefts she was accused of were to continue now that she has gone, that could show that she wasn't guilty.|
QUEST_DESC_IKENI7_2015-06-09_13-00-38_00|Iron Madison is dead. Cindy is extremely happy.|
QUEST_DESC_IKENI7_2015-06-09_13-00-00_00|Iron Madison is dead. I should tell Liam.|
QUEST_DESC_PANKRATZI7_2015-12-16_15-41-46_00|Caja can communicate with Elex. I must help her reach the Elex deposits across Magalan so we can learn more about it.|
QUEST_DESC_WEIDMANNX6_2015-09-03_14-14-40_00|Nyra has a high degree of technological knowledge. It's hard to imagine finding a better technical candidate than her in the Domed City. But there is the question of her loyalty.|
QUEST_DESC_GARTMANNI3_2015-02-19_12-30-40_00|The Cleric Falk is an intelligent and curious individual. He could be an efficient companion.|
QUEST_DESC_IKENI7_2015-04-09_09-53-21_00|The Scrap Baron instructed Vance to take care of Bill.|
QUEST_DESC_PANKRATZI7_2015-04-22_12-12-54_00|The Warlord Ragnar has learned of some problems in Goliet. If I want to earn shards, or join the Berserkers, then helping him get things under control will be a good way to do this.|
QUEST_DESC_PANKRATZI7_2015-05-12_14-33-11_00|Big Bang isn't a bomb. It is a fighting machine designed to attack the Outlaws. If I don't stop this machine it will destroy the Fort.|
QUEST_DESC_IKENI7_2015-03-02_09-16-07_00|Caldrim must be made content.|
QUEST_DESC_WEIDMANNX6_2016-02-25_09-55-34_03|A Claw, mysterious and linked to some sort of favor, if I find the right people.|
QUEST_DESC_WEIDMANNX6_2016-02-25_09-55-34_02|A mysterious Claw, given as a gift.|
QUEST_DESC_WEIDMANNX6_2016-02-25_09-55-34_01|This strange mechanism, let's see what secrets it will reveal.|
QUEST_DESC_WEIDMANNX6_2016-02-25_09-55-34_00|A Claw, apparently it has a mysterious purpose.|
QUEST_DESC_PANKRATZI7_2016-08-25_11-57-35_00|Missions in the Clerics fortress in Ignadon.|
QUEST_DESC_PANKRATZI7_2016-08-25_11-57-13_00|Missions in the Tavar Desert.|
QUEST_DESC_IKENI7_2015-09-01_13-59-30_00|Darrel wants me to recalibrate the antenna, as Lutz requested. But he also wants me to install a listening device so the Outlaws can intercept the Clerics' communications.|
QUEST_DESC_PANKRATZI7_2016-08-25_11-57-03_00|Missions in the highlands of Abessa.|
QUEST_DESC_PANKRATZI7_2015-05-12_15-26-52_00|Zardom, sent me to the Pilgrim, Thorald. If I can get him to cooperate with me, Thorald might know how to get me close enough to the Hybrid to get the answers I want.|
