ID|English_Text|English_StageDir
LETTER_DIRKSI5_2015-12-22_10-34-18_00|Those lazy asses just don't understand the shit I go through to bring them their damn meat.\r\nWell, fuck them, they had better pay my price, otherwise they can starve.\r\nOr screw them, I'll serve up some mutant meat. Those assholes wouldn't know any better.\r\nBetter news is I found some scrap.\r\nIt came with the river and I just had to walk down and pick it up.\r\nI think I can sell it to the Scrap Baron and pull in a few shards. If that bastard doesn't try to cheat me again.\r\nA few shards and I can visit Chloe's girls again.\r\nAnd hit the gambling pits. It will be good to leave this dismal wilderness behind for awhile.|
LETTER_DIRKSI5_2015-12-22_10-34-10_00|The Hunter and his pay|
LETTER_GARTMANNI3_2017-01-17_13-10-56_00|Great Squad|
LETTER_GARTMANNI3_2017-01-18_12-19-39_00|Thanks|
LETTER_GARTMANNI3_2017-01-17_13-10-40_00|Finally|
LETTER_GARTMANNI3_2017-01-17_13-10-04_00|Modern Engineering|
LETTER_WEIDMANNFX8_2016-06-14_08-52-57_00|Claws Mission: A Compromising Recording|
LETTER_WEIDMANNFX8_2016-06-14_08-52-49_00|Claws Mission: Cleric Research Documents|
LETTER_WEIDMANNFX8_2016-06-14_08-52-44_00|Claws Mission: Blueprints of a Fighting Colossus|
LETTER_WEIDMANNFX8_2016-06-14_08-52-38_00|Claws Mission: Supply Crates from Goliet|
LETTER_DIRKSI5_2016-02-18_07-19-38_00|The black and green houses are the same age.|
LETTER_IKENI7_2016-07-01_07-39-23_00|Name of Hero: Pop Halflaw \r\nAttributes: A determined hobbit who loves rules. His attributes include taking the rulebook and checking it every time anyone wants to do anything.\r\nFavorite Phrase: You don't believe me? Then I will have to look it up!|
LETTER_DIRKSI5_2016-02-26_12-36-53_00|Investigation|
LETTER_DIRKSI5_2016-02-01_11-02-14_00|Subject RHS95 has escaped.\r\nHe overpowered the guard who was supposed to escort him to the next procedure.\r\nThere is nothing in his cell to indicate where he has gone.\r\nAnd it is not yet clear whether he has left the building.\r\n3 Search parties are scouring the facility to find him.\r\nAfter extending the search beyond the facility, poor weather conditions developed.\r\nThe search was called off after several hours.\r\nA party rechecking the facility with thermal imaging has discovered RHS95.\r\nThe subject died of hypothermia during his escape attempt.\r\nResuming work routine.|
LETTER_WEIDMANNX6_2015-04-01_11-03-57_00|Kral's Journal|
LETTER_WEIDMANNFX8_2016-06-27_12-50-48_00|1 crate of meat\r\n1 crate of fruit and vegetables\r\n2 crates of salted meat\r\n2 crates of water\r\n1 crate of tools\r\nIncluded within:\r\n3x hoes\r\n3x brooms\r\n3x groove scratchers\r\n5x spades\r\n1x axe\r\nSPECIAL DELIVERY:\r\n1 crate of Mana (to heal the World Heart)\r\n5x large sponges\r\n\r\nStock keeper: Skald\r\n|
LETTER_WEIDMANNFX8_2016-06-27_12-50-39_00|Supply List|
LETTER_WEIDMANNFX8_2016-06-27_12-50-02_00|Only when the following points are completed to satisfaction will the exiles be granted early release.\r\n 1: Maintain the health of the World Heart. This requires:\r\nCleaning and scraping the sap grooves.\r\nWashing any lesions with the Mana provided.\r\nDrying and polishing the leaves.\r\n2: Stabilize the World Heart. This requires:\r\nThe installation of support beams using timber from the forest.\r\nSupporting the Heart.\r\nClearing the area around the central roots.\r\n3: No criminal activity of any sort. The rules of Goliet apply here in the Valley:\r\nMurder.\r\nTheft.\r\nWasting supplies.\r\nConsuming Mana.\r\nAre all forbidden on pain of an extension of the exile, or death.\r\nExiles' progress will be reviewed every 6 months. A decision about early release will be made at this time.\r\n|
LETTER_DIRKSI5_2015-12-22_15-37-42_00|Donald,\r\nOld friend, thank you for doing me that favor.\r\nThat ass will pay for walking all over my affection. Someone like that should not be on the project.\r\nI will leave here tomorrow. See you there.\r\nKings|
LETTER_DIRKSI5_2015-12-22_10-27-44_00|I hate it! I don't want to leave! This is sooo unfair!\r\nI don't care what papa says, I don't want to go! I hate him! My friends are here, not wherever it is that he wants to go now.\r\nI don't give a shit about his dumb secret project! Better for us? It is only better for him!\r\nI am going, I am going to run away! They can't force me to go there! Stupid skies.|
LETTER_DIRKSI5_2015-12-22_10-27-38_00|Dear Diary|
LETTER_DIRKSI5_2015-12-17_10-19-06_00|Albs|
LETTER_GARTMANNI3_2017-01-17_12-51-43_00|Rapport|
LETTER_DIRKSI5_2016-02-16_09-45-57_00|Report - Contamination of Samples|
LETTER_DIRKSI5_2016-02-17_12-39-13_00|Our brothers and sisters are working hard and we must support them. Many of Calaan's shrines are being damaged.\r\nThese shrines serve to give us strength in prayer. They must be protected for the comfort they give our souls. Your job is to examine all of the shrines and make repairs where necessary. May Calaan watch over you.|
LETTER_DIRKSI5_2016-02-17_12-39-00_00|Holy Shrines|
LETTER_WEIDMANNI5_2016-10-19_12-34-58_00|Apply now|
LETTER_WEIDMANNI5_2016-10-19_12-34-20_00|Apply now|
LETTER_DIRKSI5_2016-02-16_08-04-50_00|The Truth about Eisenfaust|
LETTER_WEIDMANNI5_2016-10-26_11-33-50_00|The following orders come into force with immediate effect:\r\n  1. From now on, this base is called "Fort 112".\r\n  2. Nobody will be allowed to enter, or leave without signed approval from the commander.\r\n  3. If it is determined that an individual possesses scientific expertise, they are to be brought to the commander immediately.\r\n  4. All employees of this plant are to be kept in the offices. During the day, they are permitted to go out for thirty minutes per day and only under supervision.\r\n  5. Since it is unclear what is contaminating the water in the area, all water must be boiled before drinking.\r\n    5.1 All food must be sterilized until further notice.|
LETTER_WEIDMANNI5_2016-10-26_11-33-35_00|New orders!|
LETTER_WEIDMANNI5_2016-10-26_11-33-00_00|Today I saw them bring bodies down from the research facility. As they carried them by me, an arm slid out under the sheet. It was covered in boils, the bones...twisted and distorted. I had assumed, this was just a study of the Comet, something to do with damage calculations for the impact, but now... What is it they are studying? Radiation from the rock fragments? Whatever it is, I need out. If they are prepared to do that to people, I'm not safe here anymore. |
LETTER_PANKRATZI7_2015-11-24_11-59-12_00|1000 shard reward\r\nOffer on Ray a Runner of the Outlaws of Tavar\r\nDeliver him, or proof of his death to the main entrance of the Fort at midnight any day from today.\r\nA reward will be delivered to anyone completing this contract.\r\nNot wanted alive, wanted dead. Body parts acceptable as proof.\r\n\r\nW.|
LETTER_IKENI7_2017-02-16_14-57-18_00|I will be back.|
LETTER_IKENI7_2016-06-17_13-10-15_00|Ulfar's Journal|
LETTER_DIRKSI5_2015-10-29_09-04-40_00|Antenna repairs to establish communication have failed.\r\nWe have too few replacement parts to maintain our equipment.\r\nGeneral communication is now impossible, with constant interruptions.\r\nMessenger sent to East Station.\r\nThe situation is now completely quiet.\r\nThe people here are weakened by fear.\r\nThey hide inside fortified settlements awaiting their fate.\r\nWe have begun an investigation into the weaknesses of the Domed City in Abessa.|
LETTER_DIRKSI5_2016-01-05_12-18-56_00|Survival Guide - The Flora and Fauna of the Desert.|
LETTER_IKENI7_2015-03-20_10-16-47_00|This "agreement" is giving me stress and pulling me down deeper and deeper. I have to think of something to cut the connections. These rogues are getting bolder and bolder, but I have nothing left that I can do to keep them off my back. \r\nA few weeks ago, I even told them where the old mine is, hoping that they would finally disappear. The plan only partially worked. One of them is still roaming around here and won't leave me alone. I need to find a solution, and fast.\r\nO.|
LETTER_DIRKSI5_2016-01-05_12-18-29_00|Most Outlaws have forgotten how to live in the wilderness on their own. They sit on their fat asses in the Baxter's Fort and are no longer able to care for themselves.\r\nBut not me. I know how to survive out here. I will write it down for anyone who has had enough of living under Baxter's control.\r\nRule number 1:\r\nDon't get lost!\r\nRule no. 2:\r\nIf you do get lost, don't panic. Take your shiniest, most colorful things and spread them on the ground in a large area (Or hang it in a tree). If someone is looking for you, it will be easier to find you. \r\nNo. 3:\r\nTake toilet paper with you! If you don't have any, a cloth and water will do. Let me tell you, there is nothing worse than dropping one off in the desert and not having anything to clean up!\r\nNo. 4:\r\nLong clothing. Those guys and girls in the Fort, with their short clothes, wouldn't last two days out here. You lose too much water with exposed skin.\r\nIt is also really damn cold at night.|
LETTER_DIRKSI5_2016-01-05_12-18-18_00|Survival Story - General Tips|
LETTER_GARTMANNI3_2016-11-02_09-38-43_00|Elex must be transmuted at the Shrine before it is fed to the Seedlings.\r\nWhen transmutation is complete, each Seedling must be fed Mana continuously once the treatment has started.\r\nEach Seedling must be fed the same amount of Mana per day.\r\nOnly the strongest Seedlings are suitable for transplanting and terraforming.\r\nIf a Seedling is recognized as a potential World Heart it must be reported immediately.\r\nC.|
LETTER_IKENI7_2015-03-20_10-16-13_00|Nothing but trouble!|
LETTER_DIRKSI5_2016-02-05_08-09-27_00|Note to self:\r\nDon't forget to wish happy birthday tomorrow.|
LETTER_DIRKSI5_2016-02-05_08-09-19_00|17. 06.|
LETTER_GARTMANNI3_2016-11-02_09-38-01_00|Seedling Care|
LETTER_GARTMANNI3_2017-01-18_12-29-34_00|Alarm|
LETTER_GARTMANNI3_2017-01-18_12-29-05_00|Answer|
LETTER_WEIDMANNI5_2016-10-05_08-13-58_00|To all Employees|
LETTER_DIRKSI5_2015-12-22_11-37-32_00|Your silhouette, your perfect form.\r\nHow you move when you think no one is watching.\r\nAn angel, sublime.\r\nBut that I was worthy of you, but that I could find the way.\r\nI am the sinner in your grace.\r\nForgive me, give me grace,\r\nLet me win my salvation.|
LETTER_DIRKSI5_2015-12-22_11-37-26_00|My Goddess|
LETTER_IKENI7_2017-01-30_08-43-56_00|Protocol B70 - No matter the problems you are facing, the rate of delivery must not fall. Recommendation: The yield sourced from the external camps must increase. The responsibility of delivering this will fall to Brother Volkmar.|
LETTER_GARTMANNI3_2016-11-04_13-55-20_00|Lost, he walks through the world devoid of emotion.\r\nAll that governs him is cold reason.\r\nIn this way, he is a unique being that has nothing to live for.\r\nHis logic denies him humanity.\r\nHis emotion lost.\r\nThere is nothing to return him to what he once was.\r\nHe does not recognize that choice has been taken from him.\r\nHis principles replaced by a single rule of logic.\r\nHaving reached this height he sees himself as supernatural, superhuman, the highest of all beings on Magalan.|
LETTER_WEIDMANNI5_2016-10-07_10-06-56_00|Bor had been to those old ruins north of here several times already.\r\nSo, I wanted to know. What was he doing there? So, I followed him.\r\nWhen he got there he squatted on the ground in the middle of the ruins and he was chewing on something. I couldn't see what. When he saw I was watching him he just took off. Jumped up like a frightened animal, and ran into the night.\r\nI spoke to Bor the next morning. Well, spoke is an exaggeration, he hardly answered. It seemed like he didn't remember anything from last night, didn't even remember being there in those ruins.\r\nThat's what he said, then when I went to leave, Bor pounced on me from behind. I was able to shake him off. I'm lucky to have got out of there in one piece. What is wrong with him?|
LETTER_WEIDMANNI5_2016-10-07_10-06-45_00|About Bor|
LETTER_GARTMANNI3_2016-04-01_11-05-47_00|Maintaining the Elex Supply to Xacor|
LETTER_PANKRATZI7_2016-10-21_07-41-28_00|You fucking bastards!\r\nMay the Alb combat robots overrun your cursed city of Goliet and the Albs torture you to death for exiling me here.\r\nAll I wanted was to survive. It just took me too long to learn your magic.\r\nSo using a firearm from the Old World to survive makes me a criminal? You say life is sacred and then leave me out here to die defenseless?! What am I supposed to defend myself with? With one of your cheese knives?\r\nYou don't even follow your own rules.\r\nGoliet is full of hypocrites.\r\nYOU SHOULD ALL ROT!|
LETTER_DIRKSI5_2015-10-20_11-36-26_00|We should go closer to the coast, I'm sure it must be safer there. All the people, ALL the people we see moving are going out to the coast, no one is coming this way.\r\n...\r\nThis place is cursed. Death is everywhere here, it seems to gather deep into the very stone. The wind blows through everything here. You could almost say that there are spirits moving about.\r\n...\r\nMy nerves are shot. Any little thing leads to a fight. Two men almost went at each other's throats today. We are getting more aggressive from one day to the next. It's because of these ruins. As soon as I can, I am getting out of here.\r\n......\r\nThey brought in a prisoner today. You could hear him whimpering all night...\r\nHe was dead the next morning. I don't know if they killed him, or if he died from his wounds. I'm glad I didn't share that fate, at least.\r\n|
LETTER_DIRKSI5_2015-10-20_11-36-13_00|My Experiences|
LETTER_IKENI7_2016-01-13_10-08-38_00|In the name of the Berserkers and against the backdrop of the Great Council of Magalan, I am seeking an extension of the agreements. Our communities did not just meet during times of peace. The Albs pose a danger to all of the Free People. We need an agreement, an alliance if we are to give ourselves a chance of survival. We can waste our forces fighting each other and then die at the hands of the Albs, or we can overcome this danger together.\r\n\r\n I am offering you my hand, a non-aggression pact between our communities. As a gesture of goodwill, I have tasked a trustworthy messenger to deliver this message. I hope that this is a chance to make history and to secure our futures.\r\n\r\nCormag, Warlord of the Berserker|
LETTER_IKENI7_2016-01-13_10-08-21_00|An offer of peace from war|
LETTER_DIRKSI5_2016-02-05_07-40-27_00|Best wishes for my sweet grandson,\r\n14.03. is a very special number.\r\nI hope you like what's in this package.\r\nSincerely\r\nGrandma|
LETTER_DIRKSI5_2016-02-05_07-40-20_00|Good Luck|
LETTER_GARTMANNI3_2016-11-04_13-48-36_00|What Remains|
LETTER_GARTMANNI3_2017-01-18_12-12-24_00|Best Regards|
LETTER_GARTMANNI3_2017-01-18_12-12-07_00|Short Request|
LETTER_DIRKSI5_2016-02-05_14-52-15_00|Complete setback.\r\nAll new mutants have died.\r\nAutopsies have been scheduled to discover the cause.\r\nBefore testing it is hard to state a reason.\r\nHowever, I suspect the new control improvements were too invasive and may have damaged the creatures' nervous systems.\r\nFurther research required.\r\nRequesting new test subjects.|
LETTER_DIRKSI5_2016-02-05_14-52-09_00|Elex Control Experiments - Setback|
LETTER_WEIDMANNX6_2015-09-11_12-59-42_00|Something very strange happened tonight. Arva woke up and sneaked down to the Elex deposit. She went down there and sat down by the troll. My heart was in my mouth watching her. I was certain it would kill her, that she was dead for sure. But, it didn't touch her. I don't know, maybe the troll didn't feel threatened, but whatever the reason, she was crazy to do it.\r\n\r\nIt's not just this one incident either, Arva has been acting strangely all the time. I will have to watch her.\r\n\r\nArva is getting odder. She doesn't help with the crops, she barely sleeps. Now, she has started talking about her 'little one'. I don't know if she lost a child, or someone in the past. But, it seems the troll has now taken the place of this lost person. She goes down there and sits by the troll every night. I fear one night it is going to kill her.|
LETTER_WEIDMANNX6_2015-09-11_12-59-34_00|A Bad Development|
LETTER_WEIDMANNX6_2015-09-11_12-59-32_00|A Good Trade|
LETTER_WEIDMANNX6_2015-09-11_12-59-26_00|We made a deal with the Reavers. So many people are hungry I think they all need food and we can give it. We will grow and when we harvest we will give the Reavers some of it and they will protect the entrance into this little valley we've found. I think that is a good trade.\r\nWe discovered an enormous Elex deposit. As we got close to it, a gigantic troll came out of nowhere and attacked us. We were barely able to save ourselves. We decided to leave him there and not come close to his Elex deposit anymore.|
LETTER_WEIDMANNX6_2015-09-11_12-59-04_00|... We have been exiled. It had to happen eventually.\r\nToday we wandered without a destination. We met a few Berserkers at a World Heart. They gave us food. That should keep us alive for now.\r\nWe almost fell victim to some Reavers. Luckily Arva's magic is strong. We spent the night at an old fueling station and posted guards.\r\nIn the morning we made a detour around the Reavers and found a small hut. It looks good here. We are wondering if we should stay here for now...|
LETTER_DIRKSI5_2016-02-18_07-12-14_00|The green house is to the right of the white house.|
LETTER_GARTMANNI3_2017-01-17_13-06-57_00|Here We Go|
LETTER_GARTMANNI3_2017-01-17_13-06-20_00|He Was Right|
LETTER_GARTMANNI3_2017-04-11_11-29-55_00|First, he takes half of the people with him; then the cowardly bastard goes into hiding. That pig probably fled across the border to Carakis.\r\nThat won't be the last we've seen of each other ...\r\n|
LETTER_DIRKSI5_2016-02-16_16-19-29_00|Dear Mr. Winstons,\r\nthis letter serves as confirmation that you have paid in cash the sum of 1999.99 for a PJ-1991 appliance.\r\nWe hope that you get many years of service from this fine appliance, but recommend you look at our extra extended warranty.\r\n You chose model- 1991 -\r\nthe best in class for this sort of appliance.\r\nWe hope this appliance changes your life.\r\nThe Refrigeration Team|
LETTER_DIRKSI5_2016-02-16_16-19-22_00|Refrigerator PJ-1991|
LETTER_DIRKSI5_2015-12-22_15-30-49_00|Please enjoy our special employee program.\r\nWe take your health to heart and ensure our employees are looked after. We take your health seriously.\r\nInfinite Skies\r\nFor a better future|
LETTER_DIRKSI5_2016-02-16_09-48-38_00|Day 73 after the impact\r\nThe contamination has been isolated.\r\nAnd added benefit of the filtration process is we have separated samples for testing.\r\nThis substance must have come from the Comet, but how has it spread so far and so quickly?\r\n75% of personnel have been taken off their standard duties to study the substance.\r\nDay 74 after the impact\r\nWe are now dealing with the first cases of personnel who have come into contact with the contaminated water.\r\nWe haven't been able yet to unlock the molecular structure of this alien substance.\r\n...\r\nDay 75 after the impact\r\nSimons has made an unbelievable discovery: \r\nenergy\r\nThe substance stores energy and he thinks it can be easily tapped. That means we could have found a power source.\r\n...\r\nDay 76 after the impact\r\nAnd the politicians amongst us have already managed to sell it to the people.\r\nWe have called it Elex\r\nThey have withheld its negative effects. I suppose people need good news these days.\r\nMy entire team is now working on adapting our technology to work with this new power source.\r\nIf we are lucky, we will have taken a step towards survival.\r\nMaybe the impact has brought us some good news after all:\r\nIf we can master these properties, rather than going backwards, we can make technological advances.|
LETTER_DIRKSI5_2016-02-16_09-48-30_00|Report - Contaminated Personnel - Elex|
LETTER_WEIDMANNFX8_2016-06-27_12-46-23_00|The first day after my exile\r\nEven if we were exiled, entirely unjustly, it was still a blessing in disguise. We were offered rehabilitation under good guidance, if you can call it that.\r\nWe are caring for the World Heart here and hope to prove that we are worthy of returning to Goliet.\r\nI decided to keep this journal so that I have proof of our commitment.\r\nI am counting the days until I can leave this valley.\r\nWe will make a success of this.\r\nSecond day after my exile:\r\nThe work is exhausting. As soon as you scratch out a groove on the Heart, it clots. We have a lot to learn about caring for it.\r\nThird day after my exile:\r\nSkald is making trouble. He claims he is the only one working here. I don't know why he feels such a victim.\r\nFourth day after my exile:\r\nThis morning Skald announced to everyone that he is giving up on work. He downed tools and walked off. Four days, that's all it's taken him to give up. And our sentence is for years!\r\nFifth day after my exile:\r\nI heard whispering tonight. I was too tired to look for where it was coming from.\r\nFifth day after my exile:\r\nSHIT! I should have looked around. Mana went missing during the night. Skald is beside himself with anger. He has been yelling for 20 minutes now.\r\nBut he is right, if we can't find out who is responsible then none of us are going home early.\r\nWe might all die here because of this...\r\nEighth day after my exile:\r\nA few things have happened in the last few days. Skald accused someone and locked him away. He is watching him now. Yes, I admit he didn't have an alibi, but I just can't picture him stealing the Mana. \r\nTenth day after my exile:\r\nI hear the whispering every night now. I even went looking in case it would reveal the real Mana thief.\r\nBut I couldn't find anybody. The voices seemed to be coming from the World Heart itself.\r\nWhat is going on here?\r\nAm I going crazy?\r\nEleventh night after my exile:\r\nSomething is wrong here. Whispers at night, more and more things are going missing, and now... \r\nI hear sounds out there. I don't dare go out.\r\nIt is starting to dawn on me... I don't think we are alone and I don't think we are going to survive another month here.\r\nI am afraid to sleep...|
LETTER_WEIDMANNFX8_2016-06-27_12-46-10_00|It happened!|
LETTER_WEIDMANNI5_2016-10-07_10-23-09_00|Subject 5, white, female, 12 years old, no known allergies.\r\n0300: Serum B, administered intravenously, 15mg.\r\n0400: The subject's back ruptured along the spine. Subject died. Please refer to the autopsy documents for additional information. |
LETTER_GARTMANNI3_2017-01-17_12-47-29_00|Taking Inventory|
LETTER_WEIDMANNI5_2016-10-26_11-36-30_00|I've ordered everyone working in the mountain to carry a weapon. We cannot allow another situation like yesterday. Every scientist is required to carry a side arm. If one of these experiments breaks out they are to be terminated. Immediately.|
LETTER_WEIDMANNI5_2016-10-26_11-36-18_00|Weapon Distribution|
LETTER_DIRKSI5_2016-02-04_12-53-09_00|Praising Calaan|
LETTER_IKENI7_2016-01-13_14-42-53_00|I have heard your words. I have witnessed them on behalf of my people and before Calaan. I will present this proposal to my brothers and I will seek Calaan's blessing, for it. I do not see this as an easy task, but it is one I believe I must accomplish. So, for the sake of both our peoples, I will ask you for a little time, to convince those who have less faith in people.\r\nYou were right in your choice of messenger. He seems to possess great potential and deserves special praise for his service to our peoples.\r\nReinhold, Judicator of the Clerics|
LETTER_DIRKSI5_2015-10-20_12-05-10_00|I reached the Domed City safely and went straight to the market place.\r\n...\r\n I was able to purchase some new merchandise to take back to my brothers and sisters in Ignadon.\r\nThe trade here always makes the long and difficult journey worth it. But the mood there is strained this time. I was even harassed by some Outlaws.\r\nCalaan be praised for the advancements of our community. Seeing Ignadon from a distance really shows how orderly life is there. You are shielded from the Elex-tainted humanity that crowds the rest of Magalan. Our strength comes from our unity.\r\nIn Calaan we find not only wisdom and spirit, but we find a family, a community.\r\n...\r\nDeparting the city. Good weather means that we should travel quickly, our return to the Hort should not take too long.\r\n...\r\n A storm broke this morning, forcing us to seek shelter. This cave at least provides some protection until our journey can continue.\r\nOur combat robots worry me. Somehow they seem to be having trouble following orders recently. Maybe I should...\r\n|
LETTER_IKENI7_2015-04-24_12-59-15_00|Offense: Selling old metal and certain other items to third parties without approval from the Scrap Baron. Pay reparations of 200 shards to the family of the Duke within one month.\r\nW.\r\nPS: If you do not pay, the Duke will not protect you from the Scrap Baron. So fork over the shards, or pay the penalty in body parts!|
LETTER_IKENI7_2015-04-24_12-59-04_00|Forbidden Metal Trading|
LETTER_DIRKSI5_2015-11-09_12-55-19_00|Eddie thinks that we should hole up here and build defenses. He is convinced that we are going to be attacked by Albs, he's got to be joking, hasn't he? Why would they attack us? |
LETTER_WEIDMANNI5_2016-10-07_10-16-52_00|Subject 2, B serum.|
LETTER_WEIDMANNI5_2016-10-07_10-16-12_00|Subject 3, white, male, 46 years old, alcoholic, no known allergies, smoker.\r\n0300: We are administering serum A 45mg intravenously. \r\n0330: No effect.\r\n0400: An additional 20mg of serum A administered.\r\n0430: No. 3 complaining about the cold.\r\n0500: No. 3's entire body shivering visibly. The serum seems to have taken effect.\r\n1000: The subject continues to complain. Room temperature now set at 25C.\r\n0300: The subject is sleeping. \r\n0400: No change.\r\n1000: No change today. Room temperature remains at 25C\r\n0300: Subject did not sleep, subject is unusually warm, sweating very severely and shivering. Continues to complain about the cold. Room temperature readjusted to 29C\r\n0330: Serum A, 65mg, administered intravenously.\r\n0400: Subject has ceased shivering.\r\n0430: Subject has become lethargic. Does not react to his name anymore.\r\n1000: No additional changes.\r\n0300: Subject hallucinating severely, shaking and his skin has taken on a white hue.\r\n0330: Serum A, 65mg, was not able to administer intravenously, the skin of the subject is too leathery. Administered orally.\r\n0340: Subject very aggressive. Oral administration proved to be difficult. Amount of serum A administered runs between 65mg and 200mg.\r\n0400: Shivering decreasing. Subject calming down.\r\n0900: Light, large-scale boils observed on back.\r\n1000: No changes.\r\n0300: Subject is dead. Several bone fractures with no obvious cause. Bone structure considerably sturdier than before.|
LETTER_DIRKSI5_2015-09-29_12-20-18_00|Hot winds struck him in the face, the blazing heat of the volcano. He did not tremble upon seeing it, nor at the sight of the towering, steel colossi that guarded it. They had never been defeated and the Clerics had them to thank for their power. After the fall of the Old World, the Clerics used these machines to enforce the laws of their cruel god.\r\n But on this day, Erik Eisenfaust showed the power of Mana. Alone, abandoned by his comrades who had fled or fallen, Erik engaged the Colossi in battle.\r\n But the human spirit becomes strong in dark times. As the battle raged, Eisenfaust's body began to change. His skin became impervious to their weapons, his sword pierced all armor. Even those metal machines were no match for his power. The Colossi fell before him and the Clerics learned the power of Berserker magic.|
LETTER_DIRKSI5_2015-09-29_12-20-01_00|The Saga of Erik Eisenfaust|
LETTER_IKENI7_2016-01-12_13-02-28_00|Not attack the World Heart? I would be stupid not to take the chance. Baxter can take his orders and shove them. My people are starving, and if I don't get them something to eat soon they'll turn against me. I told the guys that they have provisions over there. They must do, don't they. So, if they do, then we can take them.\r\n|
LETTER_DIRKSI5_2015-10-21_08-02-28_00|Keep this to yourself, please. I don't want to worry anyone.\r\nBut Bor has been behaving strangely for several days. He sits at the observation post for hours just staring at the old ruins over there.\r\nI woke up the previous night and saw him disappear off in that direction.\r\nWe should keep an eye on him.|
